label,run_id,requests,successful_requests,error_rate,ttft_ms_p50,ttft_ms_p90,e2e_ms_p50,e2e_ms_p90,request_per_s,output_tok_per_s,token_hit_rate,session_migration_rate,estimated_uncached_tokens,backend_request_counts
prefixaware-512,20260719T1045Z__D08__prefixaware-512__hotspot-16k__c16__2xh20__r1,64,64,0.0,358.36873948574066,2163.41331936419,557.7687360346317,2628.1668342649937,14.895715794431647,275.57074219698546,0.9839111543253015,0.0,16944,"{""http://127.0.0.1:8000"": 64}"
agent_slo_aware,20260719T1046Z__D08__agent-slo-aware__hotspot-16k__c16__2xh20__r1,64,64,0.0,125.51658041775227,1606.2259957194328,424.59950782358646,2074.4059421122074,18.927024312443613,350.1499497802069,0.9682780833156087,0.0,33408,"{""http://127.0.0.1:8000"": 32, ""http://127.0.0.1:8001"": 32}"
